id,path,canonical,transcript
DNK_7_NU_S0048_164,audio_data/train/DNK_7_NU_S0048_164.wav,x eaː-4 k̟z ɗ e-4 nz ɓ əː-1 t͡ɕ ɛ-0 l aː-1 ɲ ɨ-2 ŋz l w aː-1 iz t͡ɕ i-0 mz n aː-1 uz,x eaː-4 k̟z ɗ e-4 nz ɓ əː-1 t͡ɕ ɛ-0 l aː-1 ɲ ɨ-2 ŋz l w aː-1 iz t͡ɕ i-0 mz n aː-1 uz
MK_7_NU_S0007_61,audio_data/train/MK_7_NU_S0007_61.wav,tʰ o-0 iz ɗ e-3 t əː-4 t͡ɕ aː-3 l əː-1 iz ɲ ɛ-4,tʰ o-0 iz ɗ e-3 t əː-4 t͡ɕ aː-3 l əː-1 iz ɲ ɛ-4
NNM_Nu_6_S00045_87,audio_data/train/NNM_Nu_6_S00045_87.wav,ɓ aː-0 eaː-0 ŋ̟z ɛ-0 mz l əː-5 nz ɲ aː-1 l əː-5 nz s o-4 ŋmz h eaː-5 ŋ̟z f u-4 kpz ɓ e-0 nz ɲ a-0 uz,ɓ aː-0 eaː-0 ŋ̟z ɛ-0 mz l əː-5 nz ɲ aː-1 l əː-5 nz s o-4 ŋmz h eaː-5 ŋ̟z f u-4 kpz ɓ e-0 nz ɲ a-0 uz
TPA_Nu_6_S0009_58,audio_data/train/TPA_Nu_6_S0009_58.wav,ɓ aː-4 kz t͡ɕ ɔ-4 t əː-5 pz ɣ aː-1 t͡ɕ o-4 ŋmz,ɓ aː-4 kz t͡ɕ ɔ-4 t əː-5 pz ɣ aː-1 t͡ɕ o-4 ŋmz
TPA_Nu_6_S0009_179,audio_data/train/TPA_Nu_6_S0009_179.wav,t͡ɕ əː-5 tz m o-5 tz k ɔ-0 nz e-4 k̟z ɲ a-3 iz ɗ e-4 nz t͡ɕ ɨə-4 kz m a-5 tz n aː-1 ŋz,t͡ɕ əː-5 tz m o-5 tz k ɔ-0 nz e-4 k̟z ɲ a-3 iz ɗ e-4 nz t͡ɕ ɨə-4 kz m a-5 tz n aː-1 ŋz
PC_7_NAM_S0004_16,audio_data/train/PC_7_NAM_S0004_16.wav,ɣ ɛ-4 t͡ɕ əː-0 iz ɗ o-0 ŋmz ɗ u-3,ɣ ɛ-4 t͡ɕ əː-0 iz ɗ o-0 ŋmz ɗ u-3
HYT_Nu_6_S0005_77,audio_data/train/HYT_Nu_6_S0005_77.wav,z ə-0 nz ɗ i-0 ɓ iə-3 nz ŋ ɛ-0 n aː-1 ŋz h aː-4 tz k w e-0 nz k aː-3 m e-5 tz k aː-3 ɓ w o-1 nz,z ə-0 nz ɗ i-0 ɓ iə-3 nz ŋ ɛ-0 n aː-1 ŋz h aː-4 tz k w e-0 nz k aː-3 m e-5 tz k aː-3 ɓ w o-1 nz
THA_7_NU_S0043_64,audio_data/train/THA_7_NU_S0043_64.wav,tʰ e-4 l aː-1 k aː-3 l əː-4 pz ɗ e-1 uz h aː-4 uz h ɨ-4 kz aː-0 iz,tʰ e-4 l aː-1 k aː-3 l əː-4 pz ɗ e-1 uz h aː-4 uz h ɨ-4 kz aː-0 iz
TTT_Nu_6_S00049_54,audio_data/train/TTT_Nu_6_S00049_54.wav,n e-0 nz ɓ aː-0 eaː-0 ŋ̟z ɛ-0 mz k w iə-4 tz ɗ i-5 ŋ̟z,n e-0 nz ɓ aː-0 eaː-0 ŋ̟z ɛ-0 mz k w iə-4 tz ɗ i-5 ŋ̟z
THA_7_NU_S0043_58,audio_data/train/THA_7_NU_S0043_58.wav,ɗ ɨə-5 kz tʰ o-0 iz t əː-4 ɗ ɔ-5 kpz ɲ ɛ-4,ɗ ɨə-5 kz tʰ o-0 iz t əː-4 ɗ ɔ-5 kpz ɲ ɛ-4
PTT_7_NU_S0041_16,audio_data/train/PTT_7_NU_S0041_16.wav,k ɔ-4 ɛ-0 mz m əː-4 iz k ɔ-4 z ə-4 kz ŋ u-3 ə-4 mz t͡ɕ ɔ-0 ŋmz t͡ɕ a-0 ŋz,k ɔ-4 ɛ-0 mz m əː-4 iz k ɔ-4 z ə-4 kz ŋ u-3 ə-4 mz t͡ɕ ɔ-0 ŋmz t͡ɕ a-0 ŋz
NNM_Nu_6_S00045_33,audio_data/train/NNM_Nu_6_S00045_33.wav,t əː-4 k ɔ-4 k o-5 tz tʰ ɨ-4 ɲ ə-4 tz ə-0 iz,t əː-4 k ɔ-4 k o-5 tz tʰ ɨ-4 ɲ ə-4 tz ə-0 iz
CNBA_Nu_6_S0003_146,audio_data/train/CNBA_Nu_6_S0003_146.wav,k aː-4 m a-0 ŋz m ɔ-3 iz ɓ ɔ-3 k aː-4 m ə-5 pz t i-1 mz v e-1 ɲ aː-1,k aː-4 m a-0 ŋz m ɔ-3 iz ɓ ɔ-3 k aː-4 m ə-5 pz t i-1 mz v e-1 ɲ aː-1
LXT_Nam_6_S0008_65,audio_data/train/LXT_Nam_6_S0008_65.wav,h aː-0 iz ɣ aː-1 t͡ɕ o-4 ŋmz ɓ ɛ-1 nz h eaː-5 k̟z s eaː-4 k̟z ɓ aː-4 kz t͡ɕ ɔ-4,h aː-0 iz ɣ aː-1 t͡ɕ o-4 ŋmz ɓ ɛ-1 nz h eaː-5 k̟z s eaː-4 k̟z ɓ aː-4 kz t͡ɕ ɔ-4
THA_7_NU_S0043_134,audio_data/train/THA_7_NU_S0043_134.wav,m ə-1 mz n ɔ-0 nz v ɨə-0 nz ɗ ɨ-4 ŋz z ə-5 iz,m ə-1 mz n ɔ-0 nz v ɨə-0 nz ɗ ɨ-4 ŋz z ə-5 iz
THA_Nu_6_S00042_224,audio_data/train/THA_Nu_6_S00042_224.wav,ŋ ɔ-3 i-0 t͡ɕ i-5 t͡ɕ ɔ-0 v ɛ-0 i-4 tz ɣ i-1 ɲ ɛ-4,ŋ ɔ-3 i-0 t͡ɕ i-5 t͡ɕ ɔ-0 v ɛ-0 i-4 tz ɣ i-1 ɲ ɛ-4
NMA_7_NU_S0002_8,audio_data/train/NMA_7_NU_S0002_8.wav,h ɨə-0 uz k aː-0 uz k o-3 s o-4 ŋmz h w aː-1 ɓ i-1 ŋ̟z v əː-4 iz ɲ iə-1 uz l w aː-1 iz v ə-5 tz a-0 nz k ɔ-3 x aː-4 kz ɲ ɨ-0 l i-0 ŋ̟z z ɨə-0 ŋz ɗ aː-1 ɗ iə-3 uz ŋ ɨə-5 v a-1 nz,h ɨə-0 uz k aː-0 uz k o-3 s o-4 ŋmz h w aː-1 ɓ i-1 ŋ̟z v əː-4 iz ɲ iə-1 uz l w aː-1 iz v ə-5 tz a-0 nz k ɔ-3 x aː-4 kz ɲ ɨ-0 l i-0 ŋ̟z z ɨə-0 ŋz ɗ aː-1 ɗ iə-3 uz ŋ ɨə-5 v a-1 nz
HYT_Nu_6_S0005_37,audio_data/train/HYT_Nu_6_S0005_37.wav,ɗ ɔ-4 l aː-1 k ɔ-0 nz ɣ i-1,ɗ ɔ-4 l aː-1 k ɔ-0 nz ɣ i-1
NTN_7_NU_S0042_21,audio_data/train/NTN_7_NU_S0042_21.wav,x u-0 v e-5 s i-0 ŋ̟z h aː-0 iz t ə-1 ŋz s eaː-5 k̟z s ɛ-2 v aː-1 tʰ w aː-4 ŋz m aː-4 tz,x u-0 v e-5 s i-0 ŋ̟z h aː-0 iz t ə-1 ŋz s eaː-5 k̟z s ɛ-2 v aː-1 tʰ w aː-4 ŋz m aː-4 tz
TTD_7_NAM_S0001_103,audio_data/train/TTD_7_NAM_S0001_103.wav,ɲ aː-1 t əː-4 n w o-0 iz m o-5 tz k ɔ-0 nz t͡ɕ ɔ-4 aː-0 ɲ aː-1 t əː-4 n w o-0 iz m o-5 tz k ɔ-0 nz m ɛ-1 uz,ɲ aː-1 t əː-4 n w o-0 iz m o-5 tz k ɔ-0 nz t͡ɕ ɔ-4 aː-0 ɲ aː-1 t əː-4 n w o-0 iz m o-5 tz k ɔ-0 nz m ɛ-1 uz
NTN_7_NU_S0042_66,audio_data/train/NTN_7_NU_S0042_66.wav,ɗ aː-4 pz l əː-1 iz t͡ɕ aː-1 uz k o-0 aː-0,ɗ aː-4 pz l əː-1 iz t͡ɕ aː-1 uz k o-0 aː-0
NTN_7_NU_S0042_25,audio_data/train/NTN_7_NU_S0042_25.wav,v ə-5 iz tʰ e-4 k ɔ-1 nz k ə-5 uz t͡ɕ ɔ-0 ŋmz t͡ɕ ɨə-1 ŋz k ə-5 uz tʰ i-4 k̟z ɲ ɨ-2 ŋz ɣ i-1,v ə-5 iz tʰ e-4 k ɔ-1 nz k ə-5 uz t͡ɕ ɔ-0 ŋmz t͡ɕ ɨə-1 ŋz k ə-5 uz tʰ i-4 k̟z ɲ ɨ-2 ŋz ɣ i-1
GQM_Nam_6_S0006_73,audio_data/train/GQM_Nam_6_S0006_73.wav,ɲ əː-1 tʰ e-4 n aː-1 ŋz n aː-1 ŋz l ɨə-4 tz t͡ɕ e-0 nz ɓ iə-3 nz z ə-4 tz ɲ ɛ-5 ɲ aː-1 ŋz,ɲ əː-1 tʰ e-4 n aː-1 ŋz n aː-1 ŋz l ɨə-4 tz t͡ɕ e-0 nz ɓ iə-3 nz z ə-4 tz ɲ ɛ-5 ɲ aː-1 ŋz
HYT_Nu_6_S0005_56,audio_data/train/HYT_Nu_6_S0005_56.wav,v ɨə-5 nz t͡ɕ ɨə-0 z aː-4 mz z aː-0 s aː-0,v ɨə-5 nz t͡ɕ ɨə-0 z aː-4 mz z aː-0 s aː-0
NMA_7_NU_S0002_195,audio_data/train/NMA_7_NU_S0002_195.wav,k i-1 ŋ i-3 m o-5 tz tʰ aː-4 ŋz t͡ɕ o-0 iz v ɛ-1 uz ɲ ɨ-0 x o-0 ŋmz,k i-1 ŋ i-3 m o-5 tz tʰ aː-4 ŋz t͡ɕ o-0 iz v ɛ-1 uz ɲ ɨ-0 x o-0 ŋmz
TPA_Nu_6_S0009_103,audio_data/train/TPA_Nu_6_S0009_103.wav,ɓ aː-5 nz k e-3 t əː-4 ŋ ɛ-0 ɗ i-0,ɓ aː-5 nz k e-3 t əː-4 ŋ ɛ-0 ɗ i-0
THA_Nu_6_S00042_208,audio_data/train/THA_Nu_6_S00042_208.wav,v ɛ-0 m uə-1 tʰ u-0 k w aː-0 k ɔ-3 l aː-4 x o-0,v ɛ-0 m uə-1 tʰ u-0 k w aː-0 k ɔ-3 l aː-4 x o-0
NMA_7_NU_S0002_242,audio_data/train/NMA_7_NU_S0002_242.wav,s aː-4 ŋz n a-0 iz ɓ iə-4 tz v uə-0 h ɔ-5 pz ɓ aː-1 nz v iə-5 kz n ɨə-4 kz əː-0 z ɨə-4 iz tʰ w iə-1 nz z o-1 ŋmz k w o-4 kpz t w aː-3 nz k w o-4 kpz t w aː-3 nz ɣ a-5 pz v uə-0,s aː-4 ŋz n a-0 iz ɓ iə-4 tz v uə-0 h ɔ-5 pz ɓ aː-1 nz v iə-5 kz n ɨə-4 kz əː-0 z ɨə-4 iz tʰ w iə-1 nz z o-1 ŋmz k w o-4 kpz t w aː-3 nz k w o-4 kpz t w aː-3 nz ɣ a-5 pz v uə-0
NHM_7_NU_S0006_107,audio_data/train/NHM_7_NU_S0006_107.wav,m o-5 tz h o-0 mz x i-0 ɗ i-0 tʰ a-0 mz ɗ o-1 ŋmz tʰ ə-4 iz l uə-4 n e-4 pz ɗ aː-2 t͡ɕ i-4 nz v aː-1 ŋz,m o-5 tz h o-0 mz x i-0 ɗ i-0 tʰ a-0 mz ɗ o-1 ŋmz tʰ ə-4 iz l uə-4 n e-4 pz ɗ aː-2 t͡ɕ i-4 nz v aː-1 ŋz
PC_7_NAM_S0004_64,audio_data/train/PC_7_NAM_S0004_64.wav,v i-1 s aː-0 uz ɓ aː-5 nz l aː-5 iz tʰ i-4 k̟z t͡ɕ əː-0 iz v əː-4 iz t əː-4,v i-1 s aː-0 uz ɓ aː-5 nz l aː-5 iz tʰ i-4 k̟z t͡ɕ əː-0 iz v əː-4 iz t əː-4
TTD_7_NAM_S0001_167,audio_data/train/TTD_7_NAM_S0001_167.wav,ɗ ə-0 iz k ə-5 uz s e-4 pz t ɨ-1 t͡ɕ i-3 s ɨ-5 v ə-5 tz k ɔ-1 nz t əː-4 s e-4 pz aː-0 tʰ o-0 iz k ə-5 uz s e-4 pz t ɨ-1 t͡ɕ i-3 ɗ a-5 kz ɗ iə-3 mz t əː-4 s e-4 pz t ɨ-1 t͡ɕ i-3 s ɨ-5 v ə-5 tz ɲ ɛ-4,ɗ ə-0 iz k ə-5 uz s e-4 pz t ɨ-1 t͡ɕ i-3 s ɨ-5 v ə-5 tz k ɔ-1 nz t əː-4 s e-4 pz aː-0 tʰ o-0 iz k ə-5 uz s e-4 pz t ɨ-1 t͡ɕ i-3 ɗ a-5 kz ɗ iə-3 mz t əː-4 s e-4 pz t ɨ-1 t͡ɕ i-3 s ɨ-5 v ə-5 tz ɲ ɛ-4
MK_7_NU_S0007_46,audio_data/train/MK_7_NU_S0007_46.wav,tʰ əː-1 iz t iə-4 tz k uə-3 m o-2 iz m uə-1 tʰ e-4 n aː-1 uz n ɔ-4 ŋmz h a-0 iz tʰ əː-1 iz t iə-4 tz k uə-3 m o-2 iz m uə-1 tʰ e-4 n aː-1 uz,tʰ əː-1 iz t iə-4 tz k uə-3 m o-2 iz m uə-1 tʰ e-4 n aː-1 uz n ɔ-4 ŋmz h a-0 iz tʰ əː-1 iz t iə-4 tz k uə-3 m o-2 iz m uə-1 tʰ e-4 n aː-1 uz
LXT_Nam_6_S0008_56,audio_data/train/LXT_Nam_6_S0008_56.wav,ɗ ɨə-5 kz,ɗ ɨə-5 kz
LXT_Nam_6_S0008_99,audio_data/train/LXT_Nam_6_S0008_99.wav,ɗ i-0 t͡ɕ əː-0 iz z ɔ-0 ŋmz,ɗ i-0 t͡ɕ əː-0 iz z ɔ-0 ŋmz
GQM_Nam_6_S0006_67,audio_data/train/GQM_Nam_6_S0006_67.wav,k ɔ-0 nz t e-0 nz l aː-1 ɗ aː-1 uz t u-4 eaː-0 ŋ̟z,k ɔ-0 nz t e-0 nz l aː-1 ɗ aː-1 uz t u-4 eaː-0 ŋ̟z
TPA_Nu_6_S0009_112,audio_data/train/TPA_Nu_6_S0009_112.wav,n a-0 mz tʰ aː-4 ŋz t͡ɕ o-0 iz k w aː-0 ɓ aː-1 m ɛ-5 t w o-3 iz m o-2 iz ŋ a-1 iz m o-5 tz z aː-1 iə-4 uz,n a-0 mz tʰ aː-4 ŋz t͡ɕ o-0 iz k w aː-0 ɓ aː-1 m ɛ-5 t w o-3 iz m o-2 iz ŋ a-1 iz m o-5 tz z aː-1 iə-4 uz
NHM_7_NU_S0006_80,audio_data/train/NHM_7_NU_S0006_80.wav,v i-1 n ɨə-4 kz z ə-0 ŋz l e-0 nz h iə-1 nz h w aː-1,v i-1 n ɨə-4 kz z ə-0 ŋz l e-0 nz h iə-1 nz h w aː-1
PTT_7_NU_S0041_113,audio_data/train/PTT_7_NU_S0041_113.wav,ɓ ɛ-4 n a-1 mz ɓ ɛ-4 ŋ ɛ-0,ɓ ɛ-4 n a-1 mz ɓ ɛ-4 ŋ ɛ-0
CNBA_Nu_6_S0003_148,audio_data/train/CNBA_Nu_6_S0003_148.wav,n ɔ-4 aː-4 pz s aː-4 tz m ɛ-5 k aː-3 mz z aː-4 kz l ə-0 ŋz l ə-0 ŋz x ɔ-4 t aː-3,l ɔ-4 aː-4 pz s aː-4 tz m ɛ-5 k aː-3 mz z aː-4 kz l ə-0 ŋz l ə-0 ŋz x ɔ-4 t aː-3
PTT_7_NU_S0041_129,audio_data/train/PTT_7_NU_S0041_129.wav,l aː-1 ɓ ɔ-1 ŋ i-3 ɲ aː-0 iz z o-1 iz l aː-1,l aː-1 ɓ aː-1 ŋ i-3 ɲ aː-0 iz z o-1 iz l aː-1
TPA_Nu_6_S0009_66,audio_data/train/TPA_Nu_6_S0009_66.wav,ɗ ɨə-5 kz m ɛ-5 iə-0 uz tʰ ɨə-0 ŋz t͡ɕ a-0 mz s ɔ-4 kpz k aː-3 ɓ aː-0 k o-0 ɣ aː-4 iz l əː-4 nz ɲ eaː-0 ŋ̟z ɲ ɨ-0 tʰ o-3 iz,ɗ ɨə-5 kz m ɛ-5 iə-0 uz tʰ ɨə-0 ŋz t͡ɕ a-0 mz s ɔ-4 kpz k aː-3 ɓ aː-0 k o-0 ɣ aː-4 iz l əː-4 nz ɲ eaː-0 ŋ̟z ɲ ɨ-0 z o-3 iz
TPA_Nu_6_S0009_121,audio_data/train/TPA_Nu_6_S0009_121.wav,o-0 iz t͡ɕ i-5 tʰ ə-5 tz o-0 iz tʰ ə-5 tz tʰ e-4 h aː-3 s ɔ-4 kpz,o-0 iz t͡ɕ i-5 tʰ ə-5 tz o-0 iz tʰ ə-5 tz tʰ e-4 h aː-3 s ɔ-4 kpz
HYT_Nu_6_S0005_17,audio_data/train/HYT_Nu_6_S0005_17.wav,n ɔ-4 ŋ o-1 iz tʰ u-0 l u-0 t͡ɕ e-0 nz s ə-0 nz,n ɔ-4 n o-1 iz tʰ u-0 l u-0 t͡ɕ e-0 nz s ə-0 nz
NMA_7_NU_S0002_237,audio_data/train/NMA_7_NU_S0002_237.wav,tʰ ɛ-0 uz t͡ɕ w iə-5 nz n a-1 iz tʰ i-1 ŋ ɨə-1 iz v iə-5 tz t aː-0 l aː-1 k ɔ-0 nz t͡ɕ a-4 uz k uə-3 aː-0 iz,tʰ ɛ-0 uz t͡ɕ w iə-5 nz n a-1 iz tʰ i-1 ŋ ɨə-1 iz v iə-5 tz t aː-0 l aː-1 k ɔ-0 nz t͡ɕ a-4 uz k uə-3 aː-0 iz
TPA_Nu_6_S0009_12,audio_data/train/TPA_Nu_6_S0009_12.wav,k ɨ-4 tʰ e-4 t͡ɕ u-4 s aː-0 iz x iə-4 nz z a-5 iz z o-2 t ə-4 tz k aː-3,k ɨ-4 tʰ e-4 t͡ɕ u-4 s aː-0 iz x iə-4 nz z a-5 iz z o-2 t ə-4 tz k aː-3
GQM_Nam_6_S0006_35,audio_data/train/GQM_Nam_6_S0006_35.wav,n ɔ-4 l w o-0 nz l iə-4 mz l iə-4 mz t͡ɕ ə-0 nz l iə-4 mz k o-3 v aː-1 ɲ i-1 nz k ɔ-0 nz z ə-4 tz tʰ ə-0 nz tʰ iə-5 nz,n ɔ-4 l w o-0 nz l iə-4 mz l iə-4 mz t͡ɕ ə-0 nz l iə-4 mz k o-3 v aː-1 ɲ i-1 nz k ɔ-0 nz z ə-4 tz tʰ ə-0 nz tʰ iə-5 nz
NHM_7_NU_S0006_99,audio_data/train/NHM_7_NU_S0006_99.wav,m o-5 tz h o-0 mz v aː-1 uz z i-5 pz k w o-4 iz n a-0 mz v uə-0 h u-1 ŋmz ɣ ɔ-5 iz ɗ o-0 ŋmz ɗ u-3 k aː-4 kz k ɔ-0 nz ɗ e-4 nz v aː-1 n ɔ-4 iz,m o-5 tz h o-0 mz v aː-1 uz z i-5 pz k w o-4 iz n a-0 mz v uə-0 h u-1 ŋmz ɣ ɔ-5 iz ɗ o-0 ŋmz ɗ u-3 k aː-4 kz k ɔ-0 nz ɗ e-4 nz v aː-1 n ɔ-4 iz
NMA_7_NU_S0002_107,audio_data/train/NMA_7_NU_S0002_107.wav,k ə-0 iz ɗ aː-0 k w e-0 h ɨə-0 ŋz,k ə-0 iz ɗ aː-0 k w e-0 h ɨə-0 ŋz
DNK_7_NU_S0048_205,audio_data/train/DNK_7_NU_S0048_205.wav,ɗ w aː-5 nz m o-5 tz z əː-4 iz tʰ iə-5 uz ɲ ɨ-2 ŋz ɲ ə-0 nz v ə-5 tz n aː-1 uz k uə-3 k ə-0 uz t͡ɕ w iə-5 nz,ɗ w aː-5 nz m o-5 tz z əː-4 iz tʰ iə-5 uz ɲ ɨ-2 ŋz ɲ ə-0 nz v ə-5 tz n aː-1 uz k uə-3 k ə-0 uz t͡ɕ w iə-5 nz
NHM_7_NU_S0006_127,audio_data/train/NHM_7_NU_S0006_127.wav,s aː-4 ŋz s əː-4 mz h o-0 mz s a-0 uz v əː-5 t͡ɕ o-1 ŋmz l aː-0 ŋz l iə-0 uz s u-0 ŋmz s ɨə-4 ŋz ɲ i-1 nz h aː-0 iz t͡ɕ iə-4 kz ɓ eaː-4 ŋ̟z m ə-0 mz l əː-4 nz s e-4 pz ɗ ə-1 iz h aː-0 iz tʰ ɨ-4 k w i-4 k e-4 tz k w aː-3 k o-0 ŋmz s ɨ-4 kz s aː-4 ŋz t aː-5 uz k uə-3 m i-1 ŋ̟z,s aː-4 ŋz s əː-4 mz h o-0 mz s a-0 uz v əː-5 t͡ɕ o-1 ŋmz l aː-0 ŋz l iə-0 uz s u-0 ŋmz s ɨə-4 ŋz ɲ i-1 nz h aː-0 iz t͡ɕ iə-4 kz ɓ eaː-4 ŋ̟z m ə-0 mz l əː-4 nz s e-4 pz ɗ ə-1 iz h aː-0 iz tʰ ɨ-4 k w i-4 k e-4 tz k w aː-3 k o-0 ŋmz s ɨ-4 kz s aː-4 ŋz t aː-5 uz k uə-3 m i-1 ŋ̟z
TTT_Nu_6_S00049_78,audio_data/train/TTT_Nu_6_S00049_78.wav,n e-0 nz s ɔ-4 iz ɗ aː-2 l e-0 nz l e-0 nz m aː-4 iz ɲ aː-1,n e-0 nz s ɔ-4 iz ɗ aː-2 l e-0 nz l e-0 nz m aː-4 iz ɲ aː-1
NHM_7_NU_S0006_159,audio_data/train/NHM_7_NU_S0006_159.wav,h a-2 iz t͡ɕ ɔ-0 t o-0 iz m o-5 tz ɗ o-0 iz h iə-0 v aː-1 t͡ɕ iə-4 kz aː-4 uz x w aː-4 kz t o-0 iz s ɛ-2 l aː-1 mz t͡ɕ ɔ-0 k ə-5 uz l əː-3 m a-1 iz n əː-3 m a-5 tz t͡ɕ ɔ-0 m aː-1 s ɛ-0 mz,h a-2 iz t͡ɕ ɔ-0 t o-0 iz m o-5 tz ɗ o-0 iz h iə-0 v aː-1 t͡ɕ iə-4 kz aː-4 uz x w aː-4 kz t o-0 iz s ɛ-2 l aː-1 mz t͡ɕ ɔ-0 k ə-5 uz l əː-3 m a-1 iz n əː-3 m a-5 tz t͡ɕ ɔ-0 m aː-1 s ɛ-0 mz
CNBA_Nu_6_S0003_19,audio_data/train/CNBA_Nu_6_S0003_19.wav,t o-4 iz h o-0 mz ə-4 iz x i-0 k o-0 ŋmz t͡ɕ uə-4 ɗ aː-0 ŋz a-0 nz v əː-4 iz ɲ aː-1 v uə-0 tʰ i-1 k ɔ-4 t iə-4 ŋz ɣ ɔ-5 iz k ɨə-3,t o-4 iz h o-0 mz ə-4 iz x i-0 k o-0 ŋmz t͡ɕ uə-4 ɗ aː-0 ŋz a-0 nz v əː-4 iz ɲ aː-1 v uə-0 tʰ i-1 k ɔ-4 t iə-4 ŋz ɣ ɔ-5 iz k ɨə-3
DNK_7_NU_S0048_199,audio_data/train/DNK_7_NU_S0048_199.wav,t o-0 iz t o-5 iz ŋ iə-5 pz k ɔ-0 nz t͡ɕ i-0 mz x i-0 n ɔ-4 k ɔ-1 nz s o-4 ŋmz v aː-1 k aː-0 h aː-4 tz,t o-0 iz t o-5 iz ŋ iə-5 pz k ɔ-0 nz t͡ɕ i-0 mz x i-0 n ɔ-4 k ɔ-1 nz s o-4 ŋmz v aː-1 k aː-0 h aː-4 tz
TTT_Nu_6_S00049_36,audio_data/train/TTT_Nu_6_S00049_36.wav,k aː-4 m ə-5 pz t ə-5 pz t ə-5 pz m uə-4,k aː-4 m ə-5 pz t ə-5 pz t ə-5 pz m uə-4
HYT_Nu_6_S0005_33,audio_data/train/HYT_Nu_6_S0005_33.wav,t əː-4 ɗ o-4 ɓ aː-5 nz t͡ɕ w o-5 tz u-4 tz h əː-4 nz h əː-3 k e-3 t iə-4 pz v əː-4 iz m ɛ-5 v e-1 k ɔ-0 nz ɣ i-1,t əː-4 ɗ o-4 ɓ aː-5 nz t͡ɕ w o-5 tz u-4 tz h əː-4 nz h əː-3 k e-3 t iə-4 pz v əː-4 iz m ɛ-5 v e-1 k ɔ-0 nz ɣ i-1
LXT_Nam_6_S0008_9,audio_data/train/LXT_Nam_6_S0008_9.wav,t͡ɕ u-4 v o-2 ŋ ɨ-5 kz ɗ i-0 ɗ i-0 l aː-5 iz l aː-5 iz,t͡ɕ u-4 v o-2 ŋ ɨ-5 kz ɗ i-0 ɗ i-0 l aː-5 iz l aː-5 iz
NT_7_NAM_S0009_48,audio_data/train/NT_7_NAM_S0009_48.wav,aː-0 iz aː-0 iz k u-2 ŋmz ɗ ɨə-5 kz t w i-1 t aː-1 iz l ə-5 pz k o-0 ŋmz,aː-0 iz aː-0 iz k u-2 ŋmz ɗ ɨə-5 kz t w i-1 t aː-1 iz l ə-5 pz k o-0 ŋmz
DNK_7_NU_S0048_91,audio_data/train/DNK_7_NU_S0048_91.wav,x eaː-4 ŋ̟z t͡ɕ aː-3 l əː-1 iz z u-4 pz t əː-4 iz k ə-0 uz n a-1 iz ɲ ɛ-4,x eaː-4 ŋ̟z t͡ɕ aː-3 l əː-1 iz z u-4 pz t əː-4 iz k ə-0 uz n a-1 iz ɲ ɛ-4
LXT_Nam_6_S0008_23,audio_data/train/LXT_Nam_6_S0008_23.wav,t iə-4 pz ɗ ɔ-4 l aː-5 iz k w a-0 iz s aː-0 ŋz ɣ aː-1 m aː-4 iz v aː-1 ŋz,t iə-4 pz ɗ ɔ-4 l aː-5 iz k w a-0 iz s aː-0 ŋz ɣ aː-1 m aː-4 iz v aː-1 ŋz
CNBA_Nu_6_S0003_127,audio_data/train/CNBA_Nu_6_S0003_127.wav,m ɨə-0 t ɔ-0 z ɔ-4 l əː-4 nz,m ɨə-0 t ɔ-0 z ɔ-4 l əː-4 nz
NMA_7_NU_S0002_76,audio_data/train/NMA_7_NU_S0002_76.wav,s ɨ-0 t ɨ-3 s w ə-4 tz k w ə-0 nz,s ɨ-0 t ɨ-3 s w ə-4 tz k w ə-0 nz
NMA_7_NU_S0002_280,audio_data/train/NMA_7_NU_S0002_280.wav,i-0 t ɨə-3 ŋz s aː-4 ŋz t͡ɕ e-4 k ə-0 iz z ɔ-0 tʰ aː-4 mz,i-0 t ɨə-3 ŋz s aː-4 ŋz t͡ɕ e-4 k ə-0 iz z ɔ-0 tʰ aː-4 mz
HYT_Nu_6_S0005_210,audio_data/train/HYT_Nu_6_S0005_210.wav,s ɛ-0 t aː-3 iz,s ɛ-0 t aː-3 iz
MK_7_NU_S0007_60,audio_data/train/MK_7_NU_S0007_60.wav,t əː-4 ɗ o-4 k ə-5 uz əː-0 ɗ ə-0 uz k ɔ-4 z ə-4 uz f ə-3 iz,t əː-4 ɗ o-4 k ə-5 uz əː-0 ɗ ə-0 uz k ɔ-4 z ə-4 uz f ə-3 iz
THA_Nu_6_S00042_55,audio_data/train/THA_Nu_6_S00042_55.wav,t əː-4 ɲ əː-1 tʰ ɔ-3 k e-0 t iə-0 m o-5 tz m aː-1,t əː-4 ɲ əː-1 tʰ ɔ-3 k e-0 t iə-0 m o-5 tz m aː-1
HYT_Nu_6_S0005_111,audio_data/train/HYT_Nu_6_S0005_111.wav,əː-0 ɓ iə-3 nz l əː-4 nz k ɔ-4 m o-5 tz t͡ɕ u-4 k aː-4 m a-0 ŋz ɲ ɔ-3,əː-0 ɓ iə-3 nz l əː-4 nz k ɔ-4 m o-5 tz t͡ɕ u-4 k aː-4 m a-0 ŋz ɲ ɔ-3
